Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
170108,2017,11/15/2017,Wallingford,1008 NEW ROCK HILL RD,166600.0,205000.0,0.812682927,Single Family,Single Family,30 - Auction,,,POINT (-72.78308 41.45471)
110941,2011,06/25/2012,Meriden,256 COOK AVE,120680.0,45000.0,2.681777778,Two Family,Two Family,,,,
11310,2001,08/30/2002,Milford,290 W MAIN ST,96740.0,285000.0,0.339438596,,,,,,POINT (-73.06884 41.22352)
120018,2012,11/13/2012,Ledyard,26 MEADOW DR,195020.0,195000.0,1.000102564,Single Family,Single Family,,"STILL RESEARCHING, LOOKS LIKE A FLIP OF SOME SORT",,
70077,2007,10/25/2007,New Haven,501 QUINNIPIAC AVE,164850.0,94000.0,1.753723404,Two Family,Two Family,25 - Other,ASSESS > SALE PRICE,,
19101,2019,08/31/2020,Salisbury,TACONIC ROAD,247800.0,475000.0,0.5217,,,,23/37-3 VACANT,,
10008,2001,11/05/2001,Morris,136 SLAB MDW RD,131620.0,240000.0,0.548416667,,,,,,
170269,2017,01/26/2018,Hamden,2838 WHITNEY AVENUE #U27F,136850.0,138000.0,0.9916,Condo,Condo,25 - Other,SOLD BY OWNER'S ESTATE,,
19000214,2019,05/20/2020,Brookfield,18 HOLLOW DR,95180.0,571180.0,0.1666,Single Family,Single Family,07 - Change in Property,NEW CONSTRUCTION,,
110124,2011,12/13/2011,Southington,97 RUSSELL RD,216230.0,305000.0,0.70895082,Single Family,Single Family,,,,
120147,2012,07/08/2013,Tolland,512 MERROW ROAD,128000.0,174000.0,0.735632184,Single Family,Single Family,,,,
41103,2004,04/06/2005,New Haven,59 GILBERT AVE,46760.0,125000.0,0.37408,,,,,,
190040,2019,05/04/2020,Bolton,79 SOUTH RD,102000.0,120000.0,0.85,Single Family,Single Family,25 - Other,CONDITION,,
110138,2011,05/14/2012,Cheshire,36 WALLINGFORD RD,250650.0,137000.0,1.829562044,,,18 - In Lieu Of Foreclosure,,,
80349,2008,02/02/2009,Stamford,0 TUTTLE STREET #1,172540.0,172500.0,1.000231884,Condo,Condo,,,,
190546,2019,03/16/2020,Danbury,126 TRIANGLE ST A-33,40500.0,88000.0,0.4602,Condo,Condo,,J14264-33,,
190280,2019,08/06/2020,Clinton,28 MALLARD LN,188600.0,385000.0,0.4899,Single Family,Single Family,,,,POINT (-72.50418 41.26923)
16036,2016,10/14/2016,Wethersfield,242 MIDDLETOWN AVE,126200.0,176800.0,0.713800905,Single Family,Single Family,,,,
10107,2001,11/15/2001,Glastonbury,110 UCONN AVE S1BB,172620.0,39025.0,4.423318386,,,3,,,
50251,2005,03/03/2006,Windsor,106 COBBLESTONE WAY,142940.0,260000.0,0.549769231,,,,,,POINT (-72.64409 41.87833)
190812,2019,09/03/2020,Manchester,13 WESTWOOD STREET,97800.0,220000.0,0.4445,Single Family,Single Family,,,,
120658,2012,06/05/2013,Greenwich,8 ROOSEVELT AVENUE,811930.0,1295000.0,0.626972973,Single Family,Single Family,,,,
10173,2001,12/03/2001,Middletown,124 HIGHLAND AVE,82190.0,161000.0,0.510496894,,,,,,
15355,2015,09/02/2016,North Haven,65 BLUE HILLS RD,505050.0,525000.0,0.962,Single Family,Single Family,,,,
21049,2021,11/30/2021,Winchester,51 PRATT STREET,98070.0,79900.0,1.2274,Residential,Single Family,14 - Foreclosure,,,POINT (-73.072600985 41.917960016)
1501784,2015,09/09/2016,Stamford,1 STRAWBERRY HILL AVE # 9D,153420.0,303000.0,0.506336634,Condo,Condo,25 - Other,MULTIPLE PARCEL SALE,,POINT (-73.53349 41.06058)
12071,2012,12/26/2012,Madison,26 WILDCAT ROAD,330100.0,395000.0,0.835696203,Single Family,Single Family,07 - Change in Property,permits/assessment changed,,
12037,2012,10/16/2012,Fairfield,240 SUNNYRIDGE AVENUE #74,156940.0,180000.0,0.871888889,Condo,Condo,,,,
90141,2009,04/09/2010,North Haven,30 MARLEN DRIVE,178360.0,220000.0,0.810727273,Single Family,Single Family,,,,
21320,2002,07/26/2003,Greenwich,121 HENRY ST,215460.0,505000.0,0.426653465,,,,,,
20074,2002,11/22/2002,East Lyme,2 BEACH AVE,84630.0,22000.0,3.846818182,,,8,,,
210308,2021,06/17/2022,Stonington,40 GRAND ST,1937000.0,3050000.0,0.635081967,Residential,Single Family,,,,POINT (-71.904644972 41.335048983)
100029,2010,11/15/2010,Rocky Hill,49 BAYBERRY LANE,242480.0,287500.0,0.843408696,Single Family,Single Family,,,,
51155,2005,08/08/2006,West Hartford,9 ARAPAHOE RD,113030.0,395000.0,0.286151899,,,,,,
210818,2021,05/02/2022,Bristol,25 CLAREMONT STREET,102480.0,285000.0,0.3595,Residential,Single Family,,,,POINT (-72.937624013 41.662469004)
90337,2009,02/17/2010,Norwalk,22 MEEKER CT,295470.0,264000.0,1.119204545,Single Family,Single Family,25 - Other,BELOW MARKET - CONSERVATOR DEED,,
200652,2020,05/06/2021,Torrington,48 BRITTON AVE,65140.0,26150.0,2.491,Residential,Two Family,09 - Tax,TAX SALE,,POINT (-73.11506 41.80568)
160446,2016,05/12/2017,Southington,51 LAWNCREST DR,95840.0,13000.0,7.372307692,Single Family,Single Family,08 - Part Interest,PORTION OF PROPERTY,,POINT (-72.876 41.57869)
190099,2019,10/28/2019,Milford,23 RAYCROFT ST,41650.0,111554.08,0.3734,,,11 - Court Order,,,POINT (-73.09456 41.21426)
10085,2001,04/01/2002,Weston,75 NORFIELD RD,423360.0,760000.0,0.557052632,,,,,,
20802,2002,08/12/2003,New Milford,2 WARWICK DR,155330.0,320000.0,0.48540625,,,,,,
40644,2004,09/01/2005,East Haven,116 KIMBERLY AVE,81600.0,206000.0,0.396116505,,,,,,
190159,2019,11/06/2019,Waterbury,18 DALLAS TERR #4,31250.0,38000.0,0.822368421,Condo,Condo,14 - Foreclosure,,,
2000526,2020,07/27/2021,Wethersfield,36 FOLLY BROOK BLVD,191660.0,305000.0,0.6283,Residential,Condo,25 - Other,PURCHASED MULTIPLE UNITS ON SAME DAY,,
50258,2005,05/01/2006,Plainville,3 MAIDEN LN,78730.0,172000.0,0.457732558,,,,,,
60103,2006,10/30/2006,Bristol,234 WOLCOTT ST,122210.0,312000.0,0.391698718,Three Family,Three Family,,,,
52503,2005,09/15/2006,Stamford,271 BRIDGE ST UT 241,135170.0,425000.0,0.318047059,,,,,,
14400,2014,08/11/2015,Darien,8 STONEWALL LANE,1620780.0,2550000.0,0.6356,Single Family,Single Family,,,,
40785,2004,07/27/2005,New Milford,29 HARRY BRK CONDO,43750.0,125000.0,0.35,,,,,,
11382,2001,04/29/2002,Stamford,140 GROVE ST,45080.0,120000.0,0.375666667,,,,,,
211306,2021,04/06/2022,Bridgeport,315 COLORADO AVE,152830.0,155000.0,0.986,Residential,Single Family,25 - Other,NO EXPOSURE,,POINT (-73.209438991 41.172276992)
220111,2022,01/18/2023,Plainville,3 WOODSIDE LN,130130.0,215000.0,0.6053,Residential,Single Family,,,ESTATE SALE,POINT (-72.854615009 41.690091985)
140102,2014,02/12/2015,Seymour,19 SPRING ST,115500.0,78750.0,1.466666667,Single Family,Single Family,14 - Foreclosure,,,POINT (-73.06082 41.39455)
30756,2003,01/06/2004,Stamford,34 HOUSTON TER,115500.0,100000.0,1.155,,,8.0,,,
10579,2001,02/15/2002,West Hartford,49 LAYTON ST,83990.0,159500.0,0.526583072,,,,,,POINT (-72.71736 41.74501)
190180,2019,03/02/2020,Waterford,50 STONEHEIGHTS DR,101660.0,146000.0,0.6963,Condo,Condo,,,,POINT (-72.15975 41.35045)
60147,2006,11/26/2006,Greenwich,10 LYON AVE,444360.0,695000.0,0.639366906,Single Family,Single Family,,,,
60477,2006,08/13/2007,Trumbull,6 GREENHAVEN RD,365500.0,578500.0,0.631806396,Single Family,Single Family,,,,
202272,2020,05/11/2021,Norwalk,71 LEXINGTON AVE,234270.0,392000.0,0.5976,Residential,Two Family,,2-75-40-0,,POINT (-73.42369 41.08938)
20151,2002,08/22/2003,Lebanon,LAKE WILLIAMS DR,990.0,4000.0,0.2475,,,10.0,,,
170117,2017,03/12/2018,Ansonia,93 SILVER HILL RD,179900.0,180000.0,0.9994,Single Family,Single Family,25 - Other,EXEMPT CONVEYANCE CODE 09 & LOW SALE,,
13557,2013,08/19/2014,East Hartford,349 HILLS ST.,110970.0,150000.0,0.7398,Single Family,Single Family,25 - Other,short sale,,
52671,2005,07/07/2006,Bridgeport,120 DEWEY ST,75951.0,185000.0,0.410545946,,,,,,
90285,2009,04/28/2010,Norwich,93 CHESTNUT ST,41000.0,59000.0,0.694915254,,,,,,
140678,2014,09/02/2015,Southington,1 CEDAR GROVE RD,121070.0,175000.0,0.691828571,Single Family,Single Family,,,,
50213,2005,04/05/2006,Montville,18 BLUMENTHAL DR,3990.0,8500.0,0.469411765,,,25,,,
120402,2012,07/25/2013,Enfield,12 AVON ST,112580.0,100000.0,1.1258,Single Family,Single Family,,,,POINT (-72.54977 41.98844)
2102384,2021,09/15/2022,Stamford,41 TAFF AVENUE,317270.0,325000.0,0.976215385,Residential,Two Family,25 - Other,,"BELOW MARKET - RESOLD 2/27/2023 $600,000 AS IS WITH NO RENOVATIONS",POINT (-73.549635966 41.038666983)
100213,2010,04/29/2011,Torrington,525 PROSPECT ST,111480.0,87000.0,1.28137931,Two Family,Two Family,14 - Foreclosure,OUT OF FORECLOSURE,,
180044,2018,10/19/2018,Groton,6 JEFFERSON DR,132370.0,218000.0,0.607201835,Single Family,Single Family,,,,
161093,2016,09/11/2017,Hamden,170 LAURA RD,172200.0,230000.0,0.748695652,Single Family,Single Family,,,,POINT (-72.93396 41.40233)
100122,2010,12/16/2010,Meriden,195 COE AVE,112930.0,37000.0,3.052162162,Condo,Condo,25 - Other,BELOW MARKET - NO MLS,,
50117,2005,05/15/2006,Brooklyn,130 CHERRY HL RD,108100.0,198000.0,0.545959596,,,,,,
220191,2022,02/17/2023,Trumbull,6 WINDING WAY,479290.0,685000.0,0.6996,Residential,Condo,,,,POINT (-73.220057019 41.246217993)
30996,2003,09/08/2004,Southington,THE MDWS 17D,47110.0,146900.0,0.32069435,,,,,,
110096,2011,09/28/2012,Litchfield,31 E CHESTNUT HILL RD,423120.0,335000.0,1.263044776,Single Family,Single Family,,,,
190552,2019,04/22/2020,New Britain,133 JUBILEE ST,91070.0,95000.0,0.958631579,Two Family,Two Family,25 - Other,,NEEDS COMPLETE RENOVATION PER MLS,
1300105,2013,06/02/2014,Granby,109 BUSHY HILL ROAD,162680.0,231000.0,0.704242424,Single Family,Single Family,,,,
10005,2001,10/15/2001,Willington,29 LAUREL DR,134400.0,241700.0,0.556061233,,,,,,
170420,2017,01/29/2018,Norwalk,21 PROSPECT ST UNIT B202,189170.0,250000.0,0.7566,Condo,Condo,,1-33-3-B202,,POINT (-73.42222 41.11532)
120014,2012,12/20/2012,Bolton,34 BROOKFIELD RD,143460.0,135000.0,1.062666667,Single Family,Single Family,25 - Other,Short Sale,,
140935,2014,05/22/2015,Waterbury,129 PURDY RD,79930.0,42000.0,1.903095238,Single Family,Single Family,25 - Other,private sale,,
50174,2005,01/25/2006,New London,109F NILES HL RD,51940.0,60000.0,0.865666667,,,3,,,
13594,2013,09/30/2014,Glastonbury,15 ARROWHEAD DR,155700.0,274000.0,0.568248175,Single Family,Single Family,,,,
20023,2002,01/14/2003,Willington,RUBY RD,36190.0,49500.0,0.731111111,,,,,,
10501,2010,06/29/2011,Milford,4 KNOBB HILL ROAD,241120.0,245000.0,0.984163265,Single Family,Single Family,14 - Foreclosure,,,
220180,2022,01/13/2023,Wallingford,134 COLONIAL HILL,153700.0,300000.0,0.5123,Residential,Condo,,,,POINT (-72.859956041 41.453246014)
130377,2013,09/02/2014,New Milford,25 CAMBRIDGE CIR,217910.0,300000.0,0.726366667,Single Family,Single Family,,,,
60114,2006,03/08/2007,Bethel,82 STONY HL RD,201830.0,550000.0,0.366963636,Two Family,Two Family,,,,
50475,2005,12/28/2005,Danbury,6 CIRCLE DR AQUA VIS,327400.0,490000.0,0.668163265,,,,,,
10182,2001,03/18/2002,Trumbull,6 BEERS ST,163880.0,319000.0,0.513730408,,,,,,
30451,2003,05/10/2004,Branford,60 GOODSELL PT RD,271200.0,501002.0,0.541315204,,,,,,POINT (-72.81477 41.264)
70256,2007,09/08/2008,Rocky Hill,17 BUTTERNUT LN,99260.0,200000.0,0.4963,Condo,Condo,,,,
60280,2006,05/01/2007,Ridgefield,638 DANBURY RD UT 61,5908160.0,660829.0,8.940527731,Single Family,Single Family,07 - Change in Property,,,
30692,2003,06/22/2004,Wallingford,1184 YALE AVE,118300.0,242000.0,0.488842975,,,,,,
90133,2009,11/24/2009,Danbury,12-16 SCUPPO RD #52,109300.0,120900.0,0.904052936,Condo,Condo,14 - Foreclosure,SALE OF FORECLOSURE / F14098-52,,
30384,2003,07/16/2004,Waterford,54 GURLEY RD,130170.0,295000.0,0.441254237,,,,,,
140848,2014,08/13/2015,Fairfield,1060 HILLSIDE ROAD,676410.0,65000.0,10.40630769,Single Family,Single Family,08 - Part Interest,,,
1901459,2019,08/12/2020,Stamford,850 EAST MAIN STREET # 508,299290.0,420000.0,0.7126,Condo,Condo,,,,
151316,2015,08/15/2016,Waterbury,117 LAURIE PLACE,100480.0,66150.0,1.518972033,Single Family,Single Family,14 - Foreclosure,,,POINT (-73.02257 41.59914)
200028,2020,11/05/2020,Canton,87 CHERRY BROOK ROAD,227010.0,367000.0,0.6185,Residential,Single Family,,,,
110219,2011,07/26/2012,Guilford,18 HORSESHOE RD,292880.0,367000.0,0.798038147,Single Family,Single Family,,,,
11944,2001,07/11/2002,Stamford,50 ALVORD LN 9,107450.0,265000.0,0.405471698,,,,,,
120047,2012,11/02/2012,Wallingford,16 FAIRWAY DR,291000.0,467500.0,0.622459893,Condo,Condo,,,,POINT (-72.81069 41.42603)
60251,2006,07/03/2007,North Haven,223 BASSETT RD,218120.0,307000.0,0.710488599,Single Family,Single Family,,,,
130152,2013,07/21/2014,New Fairfield,21 MULLER,16900.0,20000.0,0.845,,,08 - Part Interest,PARTIAL INTEREST,,
80092,2008,11/12/2008,Manchester,707 HARTFORD ROAD,119100.0,144560.0,0.823879358,Single Family,Single Family,,,,
15163,2015,06/13/2016,Mansfield,563 STORRS RD,349700.0,590000.0,0.592711864,Single Family,Single Family,07 - Change in Property,PA490-BOUNDARY LINE CHANGES W/SALE,,
17071,2017,01/18/2018,Wilton,9 BLACK BIRCH DR,313810.0,525000.0,0.597733333,Single Family,Single Family,,,,
140302,2014,02/11/2015,West Hartford,80 LYMAN ROAD,177240.0,265000.0,0.668830189,Single Family,Single Family,,,,
200014,2020,10/26/2020,Killingworth,79 LAUREL RIDGE ROAD,320410.0,505000.0,0.6344,Residential,Single Family,,,,POINT (-72.55425 41.32648)
50992,2005,06/29/2006,Manchester,107-109 SPRUCE ST,103100.0,387000.0,0.266408269,,,,,,
120432,2012,05/14/2013,New Haven,190 JUDWIN AVENUE,103040.0,95100.0,1.083491062,Single Family,Single Family,14 - Foreclosure,,,
120033,2012,09/12/2013,Morris,80 EAST SHORE RD,210680.0,323000.0,0.652260062,Single Family,Single Family,,,,
120047,2012,10/19/2012,Greenwich,"453 EAST PUTNAM AVENUE #4A, CO",357700.0,470000.0,0.76106383,Condo,Condo,,08a-1897/s,,
170095,2017,01/17/2018,Rocky Hill,57B MARSHALL ROAD,29680.0,540750.0,0.054886731,Condo,Condo,08 - Part Interest,SALE OF MULTIPLE PROPERTIES,,
40729,2004,07/29/2005,Naugatuck,53 CHARLES ST,97830.0,223000.0,0.438699552,,,,,,
16030,2016,09/26/2017,Eastford,6 ASHFORD RD,191580.0,130000.0,1.473692308,,,09 - Tax,,,
200289,2020,10/27/2020,Waterbury,541 PIERPONT RD #6,36720.0,63500.0,0.5782,Residential,Condo,,,,POINT (-72.96938 41.55332)
80169,2008,05/22/2009,East Lyme,38 HOPE ST  UNIT 102,0.0,145755.0,0.0,Condo,Condo,07 - Change in Property,NEW CONSTRUCTION / WORKFORCE,,
13416,2013,12/23/2013,Stamford,50 BARRY PLACE,8509670.0,12000000.0,0.709139167,,,25 - Other,MULTIPLE PARCEL SALE,,
20048,2002,01/28/2003,Sherman,45 ORCHARD REST RD,337050.0,608500.0,0.55390304,,,,,,
170016,2017,10/23/2017,Winchester,160 DANBURY QRT RD,153720.0,239900.0,0.640766986,Single Family,Single Family,,,,
19000245,2019,05/04/2020,Cheshire,660 IVES ROW,137720.0,205000.0,0.6718,Single Family,Single Family,,,,
31330,2003,08/20/2004,West Hartford,17 ORCHARD RD,270210.0,769000.0,0.351378414,,,,,,
20172,2002,03/21/2003,Colchester,15 STANAVAGE RD,104500.0,168000.0,0.62202381,,,,,,
20050,2002,11/26/2002,Griswold,280 SHETUCKET TPKE,0.0,17900.0,0.0,,,8,,,
120306,2012,01/29/2013,Norwalk,25 LAURA ST,299600.0,160000.0,1.8725,Two Family,Two Family,14 - Foreclosure,,,POINT (-73.42453 41.08991)
10956,2001,05/14/2002,Stratford,46 COOLIDGE ST,124850.0,195000.0,0.64025641,,,,,,POINT (-73.12014 41.20876)
110097,2011,02/13/2012,Avon,1 SPYGLASS DRIVE,229820.0,310000.0,0.741354839,Condo,Condo,,,,
20206,2002,07/09/2003,Woodstock,580 RT 198,86860.0,123750.0,0.70189899,,,,,,
40381,2004,12/21/2004,New Britain,126 SEXTON ST,57820.0,67000.0,0.862985075,,,14,,,POINT (-72.78149 41.67724)
60143,2006,05/17/2007,Canton,712 TIMBER LN,83650.0,174000.0,0.480747126,Condo,Condo,,,,
110087,2011,06/28/2012,Woodbury,211 WHITE DEER ROCKS RD,279260.0,400000.0,0.69815,Single Family,Single Family,25 - Other,new owner owns house next door - purchased for parents,,
90103,2009,05/11/2010,Wolcott,18 BILBY DR,161470.0,193000.0,0.836632124,Single Family,Single Family,25 - Other,NON RESIDENT OWNER WANTED QUICK SALE OF RENTAL PROPERTY,,
19107,2001,06/07/2002,Hartford,33 CANAAN ST,58730.0,126900.0,0.462805359,,,,,,
200331,2020,12/08/2020,Danbury,25 MILL RD,338000.0,558850.0,0.6048,Residential,Condo,,B15001-19-25,,POINT (-73.53647 41.38838)
20380,2002,08/29/2003,East Hampton,23 CURRY LN,26850.0,299900.0,0.089529843,,,7,,,
30272,2003,07/21/2004,Winchester,ST ONGE RD,556710.0,720000.0,0.773208333,,,,,,
90173,2009,03/02/2010,New Milford,29 CANDLEWOOD COMMON,303170.0,580000.0,0.522706897,Single Family,Single Family,25 - Other,CODE 25,,
60643,2006,05/03/2007,Hamden,2720 STATE ST UT 30,115990.0,241500.0,0.480289855,Condo,Condo,07 - Change in Property,,,
40377,2004,06/17/2005,Simsbury,43 BLUE RDG DR,288440.0,570000.0,0.506035088,,,,,,
100020,2010,02/02/2011,Ashford,CAMPERT LANE,59800.0,50000.0,1.196,,,01 - Family,,,
110145,2011,05/02/2012,Simsbury,90 RIVERSIDE ROAD,175250.0,95000.0,1.844736842,Single Family,Single Family,25 - Other,estate sale,,POINT (-72.79843 41.86858)
200952,2020,03/09/2021,Norwalk,9 CROSS BROOK LN,346060.0,579000.0,0.5976,Residential,Single Family,,5-31-94-0,,
20197,2002,12/20/2002,Norwich,20 TANGLEWOOD DR,161400.0,300000.0,0.538,,,,,,
220264,2022,03/08/2023,Southington,16C THE MEADOWS,70250.0,150000.0,0.4683,Residential,Condo,,,,POINT (-72.882894041 41.63728302)
210200,2021,12/27/2021,Windsor,26 LIGHTHOUSE HILL RD,199290.0,345000.0,0.5776,Residential,Single Family,,,,POINT (-72.670032006 41.911060997)
17081,2017,12/21/2017,Monroe,10/36 MAIN ST,375000.0,3434866.0,0.109174565,,,18 - In Lieu Of Foreclosure,DELINQUENT MORTGAGE,,
210846,2021,06/30/2022,Fairfield,10 WHITEWOOD DRIVE,282030.0,560000.0,0.5036,Residential,Single Family,,,,POINT (-73.240674992 41.179840989)
1700208,2017,07/17/2018,Wolcott,1624 WOLCOTT RD,137830.0,235000.0,0.5865,Single Family,Single Family,07 - Change in Property,MORE UPDATES AND FEATURES THAN ON TOWN RECORDS,,
30440,2003,01/16/2004,Bristol,40 SOUTH ST UT C1,68960.0,129900.0,0.5308699,,,,,,
80179,2008,04/29/2009,New Milford,16 GREENFIELD CT,39410.0,369000.0,0.106802168,Single Family,Single Family,07 - Change in Property,CODE 07 PER KC,,POINT (-73.40266 41.60502)
10049,2001,10/15/2001,Norwalk,74 DEVILS GARDEN,196420.0,197500.0,0.994531646,,,1,,,
80201,2008,07/31/2009,Stonington,24 MARJORIE ST,211900.0,335000.0,0.632537313,Single Family,Single Family,,,,POINT (-71.95267 41.41038)
130118,2013,03/21/2014,Waterford,8 DAVID ST,95170.0,85500.0,1.113099415,Single Family,Single Family,14 - Foreclosure,,,
12176,2012,02/04/2013,West Haven,6 ALLING ST,131810.0,95000.0,1.387473684,Two Family,Two Family,14 - Foreclosure,,,
160093,2016,12/20/2016,Simsbury,6 WILCOX STREET,1222570.0,3425000.0,0.356954745,,,25 - Other,"TWO PARCELS, ONE DEED",,
130671,2013,03/10/2014,Bridgeport,1308 MADISON AVENUE,166520.0,90500.0,1.84,Two Family,Two Family,14 - Foreclosure,,,
90032,2009,10/23/2009,Vernon,39 BOXWOOD DR,207900.0,285000.0,0.729473684,Single Family,Single Family,,,,
31174,2003,09/02/2004,Hamden,39 IVES ST 208,106890.0,281500.0,0.379715808,,,,,,
120017,2012,10/09/2012,Farmington,44 WOODRUFF RD,166950.0,303000.0,0.550990099,Single Family,Single Family,,,,
160676,2016,06/27/2017,Greenwich,51 CRAWFORD TERRACE,639660.0,1010000.0,0.633326733,Single Family,Single Family,,,,
1400111,2014,12/12/2014,East Haven,717 SILVER SANDS RD,151840.0,150300.0,1.010246174,Single Family,Single Family,14 - Foreclosure,,,
161140,2016,09/25/2017,Danbury,11 MANNION LN #30,168100.0,215000.0,0.781860465,Condo,Condo,,K16123-30,,
130536,2013,08/20/2014,Wallingford,110 LEIGUS RD & BARNES RD,28206000.0,22800000.0,1.237105263,,,08 - Part Interest,110 LEIGUS RD ASSMT 28138200 1127 BARNES RD ASSMT 67800 TOTAL 28206000,,
30114,2003,12/05/2003,Waterford,848 R VAUXHALL ST EXT,87700.0,140000.0,0.626428571,,,,,,
210260,2021,08/29/2022,Clinton,123 LONG HILL RD,195400.0,331000.0,0.5903,Residential,Single Family,,,,POINT (-72.509811005 41.300403979)
180434,2018,05/24/2019,Enfield,10 ARROW ST,151580.0,199900.0,0.7582,Single Family,Single Family,,,,
90399,2009,01/13/2010,Waterbury,138 HILLCREST AVE #B49,31450.0,62500.0,0.5032,Condo,Condo,,"ASSESS = 31,450 PER WEBSITE-SUBMITTED AS 3,145",,
130553,2013,09/05/2014,Westport,2 BLUEWATER HILL,1649000.0,2500000.0,0.6596,Single Family,Single Family,,,,
70339,2007,01/29/2008,New Haven,106 ROSETTE ST,131600.0,85740.0,1.534872871,Single Family,Single Family,07 - Change in Property,,,
80314,2008,05/29/2009,Fairfield,122 PEQUOT AVENUE,625870.0,730000.0,0.857356164,Single Family,Single Family,,,,
210765,2021,02/22/2022,Middletown,912 RIDGEWOOD RD,150380.0,292000.0,0.515,Residential,Single Family,,,,POINT (-72.691565032 41.588515011)
220314,2022,01/17/2023,Hartford,72 VAN BLOCK AVE 007E,26350.0,100000.0,0.2635,Residential,Condo,,,,POINT (-72.665413997 41.755627991)
200751,2020,06/21/2021,Middletown,124 HICKORY CIRCLE,122830.0,245000.0,0.5013,Residential,Single Family,,,,
220152,2022,12/22/2022,Shelton,7 RIVER RIDGE,375830.0,580000.0,0.6479,Residential,Condo,,32 13 7,,POINT (-73.079720761 41.30756008)
30578,2003,07/09/2004,East Haven,7 CRESTWOOD DR,117500.0,322000.0,0.364906832,,,,,,POINT (-72.83798 41.33021)
141532,2014,08/25/2015,Bridgeport,40 ACTON ROAD,166360.0,218000.0,0.763119266,Single Family,Single Family,,,,
200692,2020,06/03/2021,Middletown,201 COLLEGE ST #08,59140.0,125000.0,0.4731,Residential,Condo,,,,
160033,2016,10/14/2016,Greenwich,46-48 GREENWICH AVE,3336830.0,5000000.0,0.667366,,,,,,
12232,2012,04/03/2013,Glastonbury,16 DUTTON PLACE WAY,115900.0,155000.0,0.747741935,Condo,Condo,,,,
100536,2010,05/27/2011,Norwalk,17 MAY DR,603960.0,830000.0,0.727662651,Single Family,Single Family,,,,
10095,2001,01/22/2002,Tolland,78 GARNET RDG DR,109880.0,173600.0,0.632949309,,,,,,POINT (-72.39714 41.85884)
